Date;Time;Well;OD;Sample;Clon;Replicate;Medium;Plasmid
10725;690;B12;0.707;CF13;A13C;1;LB;pOXA-48
10725;700;B12;0.714;CF13;A13C;1;LB;pOXA-48
10725;710;B12;0.72;CF13;A13C;1;LB;pOXA-48
10725;720;B12;0.726;CF13;A13C;1;LB;pOXA-48
10725;730;B12;0.732;CF13;A13C;1;LB;pOXA-48
10725;740;B12;0.738;CF13;A13C;1;LB;pOXA-48
10725;750;B12;0.741;CF13;A13C;1;LB;pOXA-48
10725;760;B12;0.747;CF13;A13C;1;LB;pOXA-48
10725;770;B12;0.751;CF13;A13C;1;LB;pOXA-48
10725;780;B12;0.755;CF13;A13C;1;LB;pOXA-48
10725;790;B12;0.76;CF13;A13C;1;LB;pOXA-48
10725;800;B12;0.764;CF13;A13C;1;LB;pOXA-48
10725;810;B12;0.767;CF13;A13C;1;LB;pOXA-48
10725;820;B12;0.771;CF13;A13C;1;LB;pOXA-48
10725;830;B12;0.775;CF13;A13C;1;LB;pOXA-48
10725;840;B12;0.778;CF13;A13C;1;LB;pOXA-48
10725;850;B12;0.782;CF13;A13C;1;LB;pOXA-48
10725;860;B12;0.787;CF13;A13C;1;LB;pOXA-48
10725;870;B12;0.79;CF13;A13C;1;LB;pOXA-48
10725;880;B12;0.791;CF13;A13C;1;LB;pOXA-48
10725;890;B12;0.793;CF13;A13C;1;LB;pOXA-48
10725;900;B12;0.795;CF13;A13C;1;LB;pOXA-48
10725;910;B12;0.797;CF13;A13C;1;LB;pOXA-48
10725;920;B12;0.799;CF13;A13C;1;LB;pOXA-48
10725;930;B12;0.799;CF13;A13C;1;LB;pOXA-48
10725;940;B12;0.801;CF13;A13C;1;LB;pOXA-48
10725;950;B12;0.804;CF13;A13C;1;LB;pOXA-48
10725;960;B12;0.806;CF13;A13C;1;LB;pOXA-48
10725;970;B12;0.806;CF13;A13C;1;LB;pOXA-48
10725;980;B12;0.808;CF13;A13C;1;LB;pOXA-48
10725;990;B12;0.81;CF13;A13C;1;LB;pOXA-48
10725;1000;B12;0.808;CF13;A13C;1;LB;pOXA-48
10725;1010;B12;0.81;CF13;A13C;1;LB;pOXA-48
10725;1020;B12;0.811;CF13;A13C;1;LB;pOXA-48
10725;1030;B12;0.812;CF13;A13C;1;LB;pOXA-48
10725;1040;B12;0.812;CF13;A13C;1;LB;pOXA-48
10725;1050;B12;0.813;CF13;A13C;1;LB;pOXA-48
10725;1060;B12;0.813;CF13;A13C;1;LB;pOXA-48
10725;1070;B12;0.813;CF13;A13C;1;LB;pOXA-48
10725;1080;B12;0.813;CF13;A13C;1;LB;pOXA-48
10725;1090;B12;0.814;CF13;A13C;1;LB;pOXA-48
10725;1100;B12;0.814;CF13;A13C;1;LB;pOXA-48
10725;1110;B12;0.815;CF13;A13C;1;LB;pOXA-48
10725;1120;B12;0.815;CF13;A13C;1;LB;pOXA-48
10725;1130;B12;0.814;CF13;A13C;1;LB;pOXA-48
10725;1140;B12;0.816;CF13;A13C;1;LB;pOXA-48
10725;1150;B12;0.815;CF13;A13C;1;LB;pOXA-48
10725;1160;B12;0.816;CF13;A13C;1;LB;pOXA-48
10725;1170;B12;0.816;CF13;A13C;1;LB;pOXA-48
10725;1180;B12;0.816;CF13;A13C;1;LB;pOXA-48
10725;1190;B12;0.819;CF13;A13C;1;LB;pOXA-48
10725;1200;B12;0.819;CF13;A13C;1;LB;pOXA-48
10725;1210;B12;0.82;CF13;A13C;1;LB;pOXA-48
10725;1220;B12;0.821;CF13;A13C;1;LB;pOXA-48
10725;1230;B12;0.82;CF13;A13C;1;LB;pOXA-48
10725;1240;B12;0.821;CF13;A13C;1;LB;pOXA-48
10725;1250;B12;0.821;CF13;A13C;1;LB;pOXA-48
10725;1260;B12;0.822;CF13;A13C;1;LB;pOXA-48
10725;1270;B12;0.823;CF13;A13C;1;LB;pOXA-48
10725;1280;B12;0.823;CF13;A13C;1;LB;pOXA-48
10725;1290;B12;0.823;CF13;A13C;1;LB;pOXA-48
10725;1300;B12;0.824;CF13;A13C;1;LB;pOXA-48
10725;1310;B12;0.825;CF13;A13C;1;LB;pOXA-48
10725;1320;B12;0.827;CF13;A13C;1;LB;pOXA-48
10725;1330;B12;0.827;CF13;A13C;1;LB;pOXA-48
10725;1340;B12;0.827;CF13;A13C;1;LB;pOXA-48
10725;1350;B12;0.828;CF13;A13C;1;LB;pOXA-48
10725;1360;B12;0.828;CF13;A13C;1;LB;pOXA-48
10725;1370;B12;0.83;CF13;A13C;1;LB;pOXA-48
10725;1380;B12;0.829;CF13;A13C;1;LB;pOXA-48
10725;1390;B12;0.831;CF13;A13C;1;LB;pOXA-48
10725;1400;B12;0.831;CF13;A13C;1;LB;pOXA-48
10725;1410;B12;0.832;CF13;A13C;1;LB;pOXA-48
10725;1420;B12;0.833;CF13;A13C;1;LB;pOXA-48
10725;1430;B12;0.833;CF13;A13C;1;LB;pOXA-48
10725;1440;B12;0.834;CF13;A13C;1;LB;pOXA-48
10725;0;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;10;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;20;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;30;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;40;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;50;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;60;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;70;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;80;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;90;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;100;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;110;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;120;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;130;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;140;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;150;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;160;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;170;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;180;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;190;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;200;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;210;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;220;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;230;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;240;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;250;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;260;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;270;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;280;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;290;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;300;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;310;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;320;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;330;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;340;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;350;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;360;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;370;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;380;B12;0.092;CF13;A13C;1;COL1;pOXA-48
10725;390;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;400;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;410;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;420;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;430;B12;0.093;CF13;A13C;1;COL1;pOXA-48
10725;440;B12;0.094;CF13;A13C;1;COL1;pOXA-48
10725;450;B12;0.094;CF13;A13C;1;COL1;pOXA-48
10725;460;B12;0.095;CF13;A13C;1;COL1;pOXA-48
10725;470;B12;0.096;CF13;A13C;1;COL1;pOXA-48
10725;480;B12;0.097;CF13;A13C;1;COL1;pOXA-48
10725;490;B12;0.098;CF13;A13C;1;COL1;pOXA-48
10725;500;B12;0.1;CF13;A13C;1;COL1;pOXA-48
10725;510;B12;0.103;CF13;A13C;1;COL1;pOXA-48
10725;520;B12;0.107;CF13;A13C;1;COL1;pOXA-48
10725;530;B12;0.112;CF13;A13C;1;COL1;pOXA-48
10725;540;B12;0.118;CF13;A13C;1;COL1;pOXA-48
10725;550;B12;0.127;CF13;A13C;1;COL1;pOXA-48
10725;560;B12;0.137;CF13;A13C;1;COL1;pOXA-48
10725;570;B12;0.149;CF13;A13C;1;COL1;pOXA-48
10725;580;B12;0.161;CF13;A13C;1;COL1;pOXA-48
10725;590;B12;0.174;CF13;A13C;1;COL1;pOXA-48
10725;600;B12;0.189;CF13;A13C;1;COL1;pOXA-48
10725;610;B12;0.204;CF13;A13C;1;COL1;pOXA-48
10725;620;B12;0.218;CF13;A13C;1;COL1;pOXA-48
10725;630;B12;0.231;CF13;A13C;1;COL1;pOXA-48
10725;640;B12;0.244;CF13;A13C;1;COL1;pOXA-48
10725;650;B12;0.253;CF13;A13C;1;COL1;pOXA-48
10725;660;B12;0.261;CF13;A13C;1;COL1;pOXA-48
10725;670;B12;0.269;CF13;A13C;1;COL1;pOXA-48
10725;680;B12;0.277;CF13;A13C;1;COL1;pOXA-48
10725;690;B12;0.283;CF13;A13C;1;COL1;pOXA-48
10725;700;B12;0.29;CF13;A13C;1;COL1;pOXA-48
10725;710;B12;0.296;CF13;A13C;1;COL1;pOXA-48
10725;720;B12;0.302;CF13;A13C;1;COL1;pOXA-48
10725;730;B12;0.305;CF13;A13C;1;COL1;pOXA-48
10725;740;B12;0.308;CF13;A13C;1;COL1;pOXA-48
10725;750;B12;0.313;CF13;A13C;1;COL1;pOXA-48
10725;760;B12;0.316;CF13;A13C;1;COL1;pOXA-48
10725;770;B12;0.318;CF13;A13C;1;COL1;pOXA-48
10725;780;B12;0.321;CF13;A13C;1;COL1;pOXA-48
10725;790;B12;0.324;CF13;A13C;1;COL1;pOXA-48
10725;800;B12;0.326;CF13;A13C;1;COL1;pOXA-48
10725;810;B12;0.329;CF13;A13C;1;COL1;pOXA-48
10725;820;B12;0.33;CF13;A13C;1;COL1;pOXA-48
10725;830;B12;0.332;CF13;A13C;1;COL1;pOXA-48
10725;840;B12;0.335;CF13;A13C;1;COL1;pOXA-48
10725;850;B12;0.336;CF13;A13C;1;COL1;pOXA-48
10725;860;B12;0.339;CF13;A13C;1;COL1;pOXA-48
10725;870;B12;0.342;CF13;A13C;1;COL1;pOXA-48
10725;880;B12;0.345;CF13;A13C;1;COL1;pOXA-48
10725;890;B12;0.348;CF13;A13C;1;COL1;pOXA-48
10725;900;B12;0.351;CF13;A13C;1;COL1;pOXA-48
10725;910;B12;0.353;CF13;A13C;1;COL1;pOXA-48
10725;920;B12;0.356;CF13;A13C;1;COL1;pOXA-48
10725;930;B12;0.358;CF13;A13C;1;COL1;pOXA-48
10725;940;B12;0.361;CF13;A13C;1;COL1;pOXA-48
10725;950;B12;0.364;CF13;A13C;1;COL1;pOXA-48
10725;960;B12;0.366;CF13;A13C;1;COL1;pOXA-48
10725;970;B12;0.367;CF13;A13C;1;COL1;pOXA-48
10725;980;B12;0.371;CF13;A13C;1;COL1;pOXA-48
10725;990;B12;0.371;CF13;A13C;1;COL1;pOXA-48
10725;1000;B12;0.375;CF13;A13C;1;COL1;pOXA-48
10725;1010;B12;0.376;CF13;A13C;1;COL1;pOXA-48
10725;1020;B12;0.381;CF13;A13C;1;COL1;pOXA-48
10725;1030;B12;0.381;CF13;A13C;1;COL1;pOXA-48
10725;1040;B12;0.385;CF13;A13C;1;COL1;pOXA-48
10725;1050;B12;0.387;CF13;A13C;1;COL1;pOXA-48
10725;1060;B12;0.393;CF13;A13C;1;COL1;pOXA-48
10725;1070;B12;0.394;CF13;A13C;1;COL1;pOXA-48
10725;1080;B12;0.395;CF13;A13C;1;COL1;pOXA-48
10725;1090;B12;0.399;CF13;A13C;1;COL1;pOXA-48
10725;1100;B12;0.402;CF13;A13C;1;COL1;pOXA-48
10725;1110;B12;0.407;CF13;A13C;1;COL1;pOXA-48
10725;1120;B12;0.41;CF13;A13C;1;COL1;pOXA-48
10725;1130;B12;0.414;CF13;A13C;1;COL1;pOXA-48
10725;1140;B12;0.42;CF13;A13C;1;COL1;pOXA-48
10725;1150;B12;0.424;CF13;A13C;1;COL1;pOXA-48
10725;1160;B12;0.428;CF13;A13C;1;COL1;pOXA-48
10725;1170;B12;0.434;CF13;A13C;1;COL1;pOXA-48
10725;1180;B12;0.436;CF13;A13C;1;COL1;pOXA-48
10725;1190;B12;0.443;CF13;A13C;1;COL1;pOXA-48
10725;1200;B12;0.446;CF13;A13C;1;COL1;pOXA-48
10725;1210;B12;0.453;CF13;A13C;1;COL1;pOXA-48
10725;1220;B12;0.457;CF13;A13C;1;COL1;pOXA-48
10725;1230;B12;0.464;CF13;A13C;1;COL1;pOXA-48
10725;1240;B12;0.469;CF13;A13C;1;COL1;pOXA-48
10725;1250;B12;0.472;CF13;A13C;1;COL1;pOXA-48
10725;1260;B12;0.476;CF13;A13C;1;COL1;pOXA-48
10725;1270;B12;0.482;CF13;A13C;1;COL1;pOXA-48
10725;1280;B12;0.487;CF13;A13C;1;COL1;pOXA-48
10725;1290;B12;0.492;CF13;A13C;1;COL1;pOXA-48
10725;1300;B12;0.497;CF13;A13C;1;COL1;pOXA-48
10725;1310;B12;0.503;CF13;A13C;1;COL1;pOXA-48
10725;1320;B12;0.507;CF13;A13C;1;COL1;pOXA-48
10725;1330;B12;0.51;CF13;A13C;1;COL1;pOXA-48
10725;1340;B12;0.514;CF13;A13C;1;COL1;pOXA-48
10725;1350;B12;0.518;CF13;A13C;1;COL1;pOXA-48
10725;1360;B12;0.522;CF13;A13C;1;COL1;pOXA-48
10725;1370;B12;0.525;CF13;A13C;1;COL1;pOXA-48
10725;1380;B12;0.529;CF13;A13C;1;COL1;pOXA-48
10725;1390;B12;0.532;CF13;A13C;1;COL1;pOXA-48
10725;1400;B12;0.535;CF13;A13C;1;COL1;pOXA-48
10725;1410;B12;0.539;CF13;A13C;1;COL1;pOXA-48
10725;1420;B12;0.541;CF13;A13C;1;COL1;pOXA-48
10725;1430;B12;0.545;CF13;A13C;1;COL1;pOXA-48
10725;1440;B12;0.547;CF13;A13C;1;COL1;pOXA-48
10725;0;C1;0.097;CF13;wt;2;LB;pOXA-48
10725;10;C1;0.096;CF13;wt;2;LB;pOXA-48
10725;20;C1;0.096;CF13;wt;2;LB;pOXA-48
10725;30;C1;0.097;CF13;wt;2;LB;pOXA-48
10725;40;C1;0.097;CF13;wt;2;LB;pOXA-48
10725;50;C1;0.098;CF13;wt;2;LB;pOXA-48
10725;60;C1;0.099;CF13;wt;2;LB;pOXA-48
10725;70;C1;0.101;CF13;wt;2;LB;pOXA-48
10725;80;C1;0.103;CF13;wt;2;LB;pOXA-48
10725;90;C1;0.106;CF13;wt;2;LB;pOXA-48
10725;100;C1;0.111;CF13;wt;2;LB;pOXA-48
10725;110;C1;0.116;CF13;wt;2;LB;pOXA-48
10725;120;C1;0.124;CF13;wt;2;LB;pOXA-48
10725;130;C1;0.133;CF13;wt;2;LB;pOXA-48
10725;140;C1;0.142;CF13;wt;2;LB;pOXA-48
10725;150;C1;0.153;CF13;wt;2;LB;pOXA-48
10725;160;C1;0.167;CF13;wt;2;LB;pOXA-48
10725;170;C1;0.185;CF13;wt;2;LB;pOXA-48
10725;180;C1;0.204;CF13;wt;2;LB;pOXA-48
10725;190;C1;0.222;CF13;wt;2;LB;pOXA-48
10725;200;C1;0.234;CF13;wt;2;LB;pOXA-48
10725;210;C1;0.249;CF13;wt;2;LB;pOXA-48
10725;220;C1;0.261;CF13;wt;2;LB;pOXA-48
10725;230;C1;0.271;CF13;wt;2;LB;pOXA-48
10725;240;C1;0.28;CF13;wt;2;LB;pOXA-48
10725;250;C1;0.285;CF13;wt;2;LB;pOXA-48
10725;260;C1;0.294;CF13;wt;2;LB;pOXA-48
10725;270;C1;0.3;CF13;wt;2;LB;pOXA-48
10725;280;C1;0.305;CF13;wt;2;LB;pOXA-48
10725;290;C1;0.313;CF13;wt;2;LB;pOXA-48
10725;300;C1;0.318;CF13;wt;2;LB;pOXA-48
10725;310;C1;0.321;CF13;wt;2;LB;pOXA-48
10725;320;C1;0.327;CF13;wt;2;LB;pOXA-48
10725;330;C1;0.326;CF13;wt;2;LB;pOXA-48
10725;340;C1;0.329;CF13;wt;2;LB;pOXA-48
10725;350;C1;0.33;CF13;wt;2;LB;pOXA-48
10725;360;C1;0.333;CF13;wt;2;LB;pOXA-48
10725;370;C1;0.334;CF13;wt;2;LB;pOXA-48
10725;380;C1;0.336;CF13;wt;2;LB;pOXA-48
10725;390;C1;0.336;CF13;wt;2;LB;pOXA-48
10725;400;C1;0.339;CF13;wt;2;LB;pOXA-48
10725;410;C1;0.342;CF13;wt;2;LB;pOXA-48
10725;420;C1;0.345;CF13;wt;2;LB;pOXA-48
10725;430;C1;0.346;CF13;wt;2;LB;pOXA-48
10725;440;C1;0.346;CF13;wt;2;LB;pOXA-48
10725;450;C1;0.347;CF13;wt;2;LB;pOXA-48
10725;460;C1;0.35;CF13;wt;2;LB;pOXA-48
10725;470;C1;0.353;CF13;wt;2;LB;pOXA-48
10725;480;C1;0.357;CF13;wt;2;LB;pOXA-48
10725;490;C1;0.36;CF13;wt;2;LB;pOXA-48
10725;500;C1;0.364;CF13;wt;2;LB;pOXA-48
10725;510;C1;0.37;CF13;wt;2;LB;pOXA-48
10725;520;C1;0.377;CF13;wt;2;LB;pOXA-48
10725;530;C1;0.378;CF13;wt;2;LB;pOXA-48
10725;540;C1;0.383;CF13;wt;2;LB;pOXA-48
10725;550;C1;0.392;CF13;wt;2;LB;pOXA-48
10725;560;C1;0.407;CF13;wt;2;LB;pOXA-48
10725;570;C1;0.421;CF13;wt;2;LB;pOXA-48
10725;580;C1;0.429;CF13;wt;2;LB;pOXA-48
10725;590;C1;0.439;CF13;wt;2;LB;pOXA-48
10725;600;C1;0.447;CF13;wt;2;LB;pOXA-48
10725;610;C1;0.455;CF13;wt;2;LB;pOXA-48
10725;620;C1;0.464;CF13;wt;2;LB;pOXA-48
10725;630;C1;0.475;CF13;wt;2;LB;pOXA-48
10725;640;C1;0.486;CF13;wt;2;LB;pOXA-48
10725;650;C1;0.496;CF13;wt;2;LB;pOXA-48
10725;660;C1;0.509;CF13;wt;2;LB;pOXA-48
10725;670;C1;0.521;CF13;wt;2;LB;pOXA-48
10725;680;C1;0.534;CF13;wt;2;LB;pOXA-48
10725;690;C1;0.55;CF13;wt;2;LB;pOXA-48
10725;700;C1;0.561;CF13;wt;2;LB;pOXA-48
10725;710;C1;0.572;CF13;wt;2;LB;pOXA-48
10725;720;C1;0.585;CF13;wt;2;LB;pOXA-48
10725;730;C1;0.593;CF13;wt;2;LB;pOXA-48
10725;740;C1;0.603;CF13;wt;2;LB;pOXA-48
10725;750;C1;0.614;CF13;wt;2;LB;pOXA-48
10725;760;C1;0.622;CF13;wt;2;LB;pOXA-48
10725;770;C1;0.629;CF13;wt;2;LB;pOXA-48
10725;780;C1;0.636;CF13;wt;2;LB;pOXA-48
10725;790;C1;0.643;CF13;wt;2;LB;pOXA-48
10725;800;C1;0.65;CF13;wt;2;LB;pOXA-48
10725;810;C1;0.656;CF13;wt;2;LB;pOXA-48
10725;820;C1;0.661;CF13;wt;2;LB;pOXA-48
10725;830;C1;0.666;CF13;wt;2;LB;pOXA-48
10725;840;C1;0.671;CF13;wt;2;LB;pOXA-48
10725;850;C1;0.675;CF13;wt;2;LB;pOXA-48
10725;860;C1;0.679;CF13;wt;2;LB;pOXA-48
10725;870;C1;0.683;CF13;wt;2;LB;pOXA-48
10725;880;C1;0.686;CF13;wt;2;LB;pOXA-48
10725;890;C1;0.688;CF13;wt;2;LB;pOXA-48
10725;900;C1;0.691;CF13;wt;2;LB;pOXA-48
10725;910;C1;0.692;CF13;wt;2;LB;pOXA-48
10725;920;C1;0.695;CF13;wt;2;LB;pOXA-48
10725;930;C1;0.697;CF13;wt;2;LB;pOXA-48
10725;940;C1;0.699;CF13;wt;2;LB;pOXA-48
10725;950;C1;0.699;CF13;wt;2;LB;pOXA-48
10725;960;C1;0.703;CF13;wt;2;LB;pOXA-48
10725;970;C1;0.705;CF13;wt;2;LB;pOXA-48
10725;980;C1;0.706;CF13;wt;2;LB;pOXA-48
10725;990;C1;0.708;CF13;wt;2;LB;pOXA-48
10725;1000;C1;0.711;CF13;wt;2;LB;pOXA-48
10725;1010;C1;0.712;CF13;wt;2;LB;pOXA-48
10725;1020;C1;0.713;CF13;wt;2;LB;pOXA-48
10725;1030;C1;0.715;CF13;wt;2;LB;pOXA-48
10725;1040;C1;0.717;CF13;wt;2;LB;pOXA-48
10725;1050;C1;0.72;CF13;wt;2;LB;pOXA-48
10725;1060;C1;0.722;CF13;wt;2;LB;pOXA-48
10725;1070;C1;0.724;CF13;wt;2;LB;pOXA-48
10725;1080;C1;0.724;CF13;wt;2;LB;pOXA-48
10725;1090;C1;0.726;CF13;wt;2;LB;pOXA-48
10725;1100;C1;0.728;CF13;wt;2;LB;pOXA-48
10725;1110;C1;0.73;CF13;wt;2;LB;pOXA-48
10725;1120;C1;0.732;CF13;wt;2;LB;pOXA-48
10725;1130;C1;0.733;CF13;wt;2;LB;pOXA-48
10725;1140;C1;0.735;CF13;wt;2;LB;pOXA-48
10725;1150;C1;0.736;CF13;wt;2;LB;pOXA-48
10725;1160;C1;0.737;CF13;wt;2;LB;pOXA-48
10725;1170;C1;0.736;CF13;wt;2;LB;pOXA-48
10725;1180;C1;0.737;CF13;wt;2;LB;pOXA-48
10725;1190;C1;0.738;CF13;wt;2;LB;pOXA-48
10725;1200;C1;0.739;CF13;wt;2;LB;pOXA-48
10725;1210;C1;0.74;CF13;wt;2;LB;pOXA-48
10725;1220;C1;0.74;CF13;wt;2;LB;pOXA-48
10725;1230;C1;0.74;CF13;wt;2;LB;pOXA-48
10725;1240;C1;0.741;CF13;wt;2;LB;pOXA-48
10725;1250;C1;0.743;CF13;wt;2;LB;pOXA-48
10725;1260;C1;0.743;CF13;wt;2;LB;pOXA-48
10725;1270;C1;0.742;CF13;wt;2;LB;pOXA-48
10725;1280;C1;0.744;CF13;wt;2;LB;pOXA-48
10725;1290;C1;0.746;CF13;wt;2;LB;pOXA-48
10725;1300;C1;0.746;CF13;wt;2;LB;pOXA-48
10725;1310;C1;0.747;CF13;wt;2;LB;pOXA-48
10725;1320;C1;0.749;CF13;wt;2;LB;pOXA-48
10725;1330;C1;0.751;CF13;wt;2;LB;pOXA-48
10725;1340;C1;0.751;CF13;wt;2;LB;pOXA-48
10725;1350;C1;0.752;CF13;wt;2;LB;pOXA-48
10725;1360;C1;0.754;CF13;wt;2;LB;pOXA-48
10725;1370;C1;0.753;CF13;wt;2;LB;pOXA-48
10725;1380;C1;0.754;CF13;wt;2;LB;pOXA-48
10725;1390;C1;0.756;CF13;wt;2;LB;pOXA-48
10725;1400;C1;0.759;CF13;wt;2;LB;pOXA-48
10725;1410;C1;0.758;CF13;wt;2;LB;pOXA-48
10725;1420;C1;0.758;CF13;wt;2;LB;pOXA-48
10725;1430;C1;0.758;CF13;wt;2;LB;pOXA-48
10725;1440;C1;0.758;CF13;wt;2;LB;pOXA-48
10725;0;C1;0.093;CF13;wt;2;COL1;pOXA-48
10725;10;C1;0.093;CF13;wt;2;COL1;pOXA-48
10725;20;C1;0.093;CF13;wt;2;COL1;pOXA-48
10725;30;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;40;C1;0.093;CF13;wt;2;COL1;pOXA-48
10725;50;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;60;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;70;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;80;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;90;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;100;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;110;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;120;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;130;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;140;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;150;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;160;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;170;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;180;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;190;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;200;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;210;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;220;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;230;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;240;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;250;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;260;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;270;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;280;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;290;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;300;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;310;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;320;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;330;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;340;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;350;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;360;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;370;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;380;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;390;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;400;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;410;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;420;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;430;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;440;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;450;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;460;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;470;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;480;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;490;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;500;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;510;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;520;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;530;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;540;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;550;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;560;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;570;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;580;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;590;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;600;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;610;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;620;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;630;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;640;C1;0.092;CF13;wt;2;COL1;pOXA-48
10725;650;C1;0.092;CF13;wt;2;COL1;pOXA-48
